Dataset ID,Question,Category,Sub-Category,Difficulty,Source,Company
44,Explain the concept of CI/CD pipeline.,Technical,DevOps,Medium,GeeksforGeeks,Amazon
45,What is infrastructure as code and why is it important?,Technical,DevOps,Medium,GeeksforGeeks,Amazon
47,Explain the concept of closures in JavaScript.,Technical,JavaScript,Medium,GeeksforGeeks,Microsoft
48,What is the event bubbling and event capturing in JavaScript?,Technical,JavaScript,Medium,GeeksforGeeks,Microsoft
49,Explain the concept of promises in JavaScript.,Technical,JavaScript,Medium,GeeksforGeeks,Microsoft
50,What is the difference between == and === in JavaScript?,Technical,JavaScript,Easy,GeeksforGeeks,Microsoft
51,How would you implement a responsive design for a web application?,Technical,Web Development,Medium,GeeksforGeeks,Google
52,Explain the concept of Firebase and its key features.,Technical,Database,Medium,GeeksforGeeks,Google
53,What are the key differences between SQL and NoSQL databases?,Technical,Database,Medium,GeeksforGeeks,MongoDB
54,How would you optimize a React application for performance?,Technical,React,Hard,GeeksforGeeks,Facebook
55,Explain the concept of TypeScript and its advantages over JavaScript.,Technical,TypeScript,Medium,GeeksforGeeks,Microsoft
56,What is TensorFlow and how would you use it for a machine learning project?,Technical,Machine Learning,Hard,GeeksforGeeks,Google
57,Explain the concept of REST API design best practices.,Technical,Web Development,Medium,GeeksforGeeks,Amazon
58,What is the difference between client-side and server-side rendering?,Technical,Web Development,Medium,GeeksforGeeks,Netflix
59,How would you implement authentication in a web application?,Technical,Security,Medium,GeeksforGeeks,Auth0
60,Explain the concept of responsive web design and mobile-first approach.,Technical,Web Development,Medium,GeeksforGeeks,Google
61,What are Python decorators and how do they work?,Technical,Python,Medium,Interview Prep,Airbnb
62,Explain list comprehensions in Python and provide an example.,Technical,Python,Easy,Interview Prep,Dropbox
63,What is the Global Interpreter Lock (GIL) in Python and how does it affect multithreading?,Technical,Python,Hard,Interview Prep,Stripe
64,How do you handle exceptions in Python? Explain the try-except-finally block.,Technical,Python,Easy,Interview Prep,Shopify
65,What are Python generators and how do they differ from regular functions?,Technical,Python,Medium,Interview Prep,LinkedIn
66,Explain the difference between shallow copy and deep copy in Python.,Technical,Python,Medium,Interview Prep,Uber
67,What are Python context managers and how do you implement one using the 'with' statement?,Technical,Python,Medium,Interview Prep,Slack
68,How does memory management work in Python?,Technical,Python,Hard,Interview Prep,Pinterest
69,What is the difference between __str__ and __repr__ methods in Python?,Technical,Python,Medium,Interview Prep,Twilio
70,Explain the concept of duck typing in Python.,Technical,Python,Medium,Interview Prep,Spotify
71,What is hoisting in JavaScript?,Technical,JavaScript,Medium,Interview Prep,Airbnb
72,Explain the concept of prototypal inheritance in JavaScript.,Technical,JavaScript,Medium,Interview Prep,Mozilla
73,What are arrow functions in JavaScript and how do they differ from regular functions?,Technical,JavaScript,Easy,Interview Prep,Netflix
74,Explain the concept of event delegation in JavaScript.,Technical,JavaScript,Medium,Interview Prep,Shopify
75,What is the JavaScript event loop and how does it work?,Technical,JavaScript,Hard,Interview Prep,Stripe
77,What are JavaScript modules and how do you use them?,Technical,JavaScript,Medium,Interview Prep,Slack
78,Explain async/await in JavaScript and how it differs from Promises.,Technical,JavaScript,Medium,Interview Prep,Uber
80,How does the 'this' keyword work in JavaScript?,Technical,JavaScript,Medium,Interview Prep,Facebook
81,What is the difference between SQL and NoSQL databases? When would you use one over the other?,Technical,Database,Medium,Interview Prep,MongoDB
82,Explain ACID properties in database systems.,Technical,Database,Medium,Interview Prep,Oracle
83,What is database sharding and when would you use it?,Technical,Database,Hard,Interview Prep,Uber
84,Explain the concept of database indexing and how it improves performance.,Technical,Database,Medium,Interview Prep,Snowflake
85,What is a database transaction and how does it ensure data integrity?,Technical,Database,Medium,Interview Prep,PostgreSQL
86,Explain the concept of database normalization and denormalization.,Technical,Database,Medium,Interview Prep,IBM
87,What are database views and how are they useful?,Technical,Database,Easy,Interview Prep,Microsoft
88,Explain the CAP theorem and its implications for distributed databases.,Technical,Database,Hard,Interview Prep,Amazon
89,What is a stored procedure and when would you use one?,Technical,Database,Medium,Interview Prep,Oracle
90,Explain the concept of database replication and its benefits.,Technical,Database,Medium,Interview Prep,MySQL
91,What is the difference between HTTP/1.1 and HTTP/2?,Technical,Networking,Medium,Interview Prep,Cloudflare
92,Explain how DNS resolution works.,Technical,Networking,Medium,Interview Prep,Cisco
93,What happens when you type a URL in a browser and press Enter?,Technical,Networking,Medium,Interview Prep,Google
94,Explain the TCP/IP protocol stack and how it works.,Technical,Networking,Hard,Interview Prep,Cisco
95,What is a load balancer and how does it work?,Technical,Networking,Medium,Interview Prep,AWS
96,Explain the difference between TCP and UDP protocols.,Technical,Networking,Medium,Interview Prep,Microsoft
97,What is CORS and how does it work?,Technical,Networking,Medium,Interview Prep,Mozilla
98,Explain the concept of WebSockets and how they differ from HTTP.,Technical,Networking,Medium,Interview Prep,Slack
99,What is a CDN and how does it improve website performance?,Technical,Networking,Easy,Interview Prep,Cloudflare
100,Explain the concept of SSL/TLS and how it secures network communications.,Technical,Networking,Medium,Interview Prep,DigiCert
101,What is the time complexity of binary search and how does it work?,Technical,DSA,Medium,Interview Prep,Google
102,Explain the difference between a linked list and an array.,Technical,DSA,Easy,Interview Prep,Microsoft
103,What is a hash table and how does it work?,Technical,DSA,Medium,Interview Prep,Amazon
104,Explain the concept of dynamic programming with an example.,Technical,DSA,Hard,Interview Prep,Facebook
105,What is a binary tree and what are its applications?,Technical,DSA,Medium,Interview Prep,Apple
106,Explain the difference between BFS and DFS traversal algorithms.,Technical,DSA,Medium,Interview Prep,LinkedIn
107,What is a graph data structure and what are its real-world applications?,Technical,DSA,Medium,Interview Prep,Twitter
108,Explain the concept of a heap data structure and its operations.,Technical,DSA,Medium,Interview Prep,Uber
109,What is the difference between a stack and a queue? Give examples of their applications.,Technical,DSA,Easy,Interview Prep,Microsoft
110,Explain the concept of a trie data structure and its applications.,Technical,DSA,Hard,Interview Prep,Google
111,What is the difference between microservices and monolithic architecture?,Technical,System Design,Medium,Interview Prep,Netflix
112,Explain the concept of load balancing in distributed systems.,Technical,System Design,Medium,Interview Prep,AWS
113,How would you design a URL shortening service like bit.ly?,Technical,System Design,Hard,Interview Prep,Airbnb
114,Explain the concept of caching and different caching strategies.,Technical,System Design,Medium,Interview Prep,Redis
115,How would you design a social media feed system like Twitter or Facebook?,Technical,System Design,Hard,Interview Prep,Twitter
116,Explain the concept of database sharding and partitioning in system design.,Technical,System Design,Hard,Interview Prep,Uber
117,How would you design a distributed file storage system like Google Drive?,Technical,System Design,Hard,Interview Prep,Dropbox
118,Explain the concept of message queues and their role in distributed systems.,Technical,System Design,Medium,Interview Prep,RabbitMQ
119,How would you design a notification system for a mobile application?,Technical,System Design,Medium,Interview Prep,Slack
120,Explain the concept of rate limiting and its implementation in APIs.,Technical,System Design,Medium,Interview Prep,Stripe
121,What is the difference between React and Angular frameworks?,Technical,Web Development,Medium,Interview Prep,Google
122,Explain the concept of server-side rendering and its benefits.,Technical,Web Development,Medium,Interview Prep,Vercel
123,What is Progressive Web App (PWA) and what are its key features?,Technical,Web Development,Medium,Interview Prep,Microsoft
124,Explain the concept of CSS Grid and how it differs from Flexbox.,Technical,Web Development,Medium,Interview Prep,Mozilla
125,What is GraphQL and how does it differ from REST?,Technical,Web Development,Medium,Interview Prep,Facebook
126,Explain the concept of web accessibility and ARIA roles.,Technical,Web Development,Medium,Interview Prep,W3C
127,What is webpack and how does it improve web development workflow?,Technical,Web Development,Medium,Interview Prep,Shopify
128,Explain the concept of Cross-Site Scripting (XSS) and how to prevent it.,Technical,Web Development,Medium,Interview Prep,OWASP
130,Explain the concept of web components and shadow DOM.,Technical,Web Development,Hard,Interview Prep,Google
131,What is the difference between AWS EC2 and AWS Lambda?,Technical,Cloud,Medium,Interview Prep,AWS
132,Explain the concept of Infrastructure as Code (IaC) and its benefits.,Technical,Cloud,Medium,Interview Prep,HashiCorp
133,What is container orchestration and how does Kubernetes implement it?,Technical,Cloud,Hard,Interview Prep,Google
134,Explain the concept of serverless architecture and its advantages.,Technical,Cloud,Medium,Interview Prep,AWS
135,What is the difference between horizontal and vertical scaling in cloud environments?,Technical,Cloud,Medium,Interview Prep,Microsoft
136,Explain the concept of cloud-native applications and microservices.,Technical,Cloud,Medium,Interview Prep,CNCF
137,What is a virtual private cloud (VPC) and how does it enhance security?,Technical,Cloud,Medium,Interview Prep,AWS
138,Explain the concept of auto-scaling in cloud environments.,Technical,Cloud,Medium,Interview Prep,Google
140,Explain the concept of multi-cloud strategy and its benefits.,Technical,Cloud,Medium,Interview Prep,IBM
141,What is the difference between TensorFlow and PyTorch?,Technical,Machine Learning,Medium,Interview Prep,Google
142,Explain the concept of neural networks and deep learning.,Technical,Machine Learning,Hard,Interview Prep,OpenAI
143,What is the difference between precision and recall in machine learning?,Technical,Machine Learning,Medium,Interview Prep,Microsoft
144,Explain the concept of feature engineering and its importance in machine learning.,Technical,Machine Learning,Medium,Interview Prep,Kaggle
145,What is transfer learning and how is it useful in deep learning?,Technical,Machine Learning,Medium,Interview Prep,Google
146,Explain the concept of regularization in machine learning and different techniques.,Technical,Machine Learning,Medium,Interview Prep,Stanford
147,What is the difference between bagging and boosting in ensemble learning?,Technical,Machine Learning,Hard,Interview Prep,Microsoft
148,Explain the concept of reinforcement learning and its applications.,Technical,Machine Learning,Hard,Interview Prep,DeepMind
149,What is the bias-variance tradeoff in machine learning?,Technical,Machine Learning,Medium,Interview Prep,MIT
150,Explain the concept of convolutional neural networks (CNNs) and their applications.,Technical,Machine Learning,Hard,Interview Prep,Facebook
151,What is the difference between native and hybrid mobile app development?,Technical,Mobile Development,Medium,Interview Prep,Apple
152,Explain the concept of responsive design versus adaptive design for mobile.,Technical,Mobile Development,Medium,Interview Prep,Google
153,What is the difference between Swift and Objective-C for iOS development?,Technical,Mobile Development,Medium,Interview Prep,Apple
154,Explain the Android activity lifecycle.,Technical,Mobile Development,Medium,Interview Prep,Google
155,What is React Native and how does it differ from native development?,Technical,Mobile Development,Medium,Interview Prep,Facebook
156,Explain the concept of push notifications in mobile applications.,Technical,Mobile Development,Easy,Interview Prep,Firebase
157,What is the difference between Kotlin and Java for Android development?,Technical,Mobile Development,Medium,Interview Prep,Google
158,Explain the concept of offline-first mobile applications.,Technical,Mobile Development,Medium,Interview Prep,Uber
159,What is Flutter and how does it compare to React Native?,Technical,Mobile Development,Medium,Interview Prep,Google
160,Explain the concept of mobile app state management.,Technical,Mobile Development,Medium,Interview Prep,Redux
161,What is the difference between authentication and authorization in security?,Technical,Security,Easy,Interview Prep,Auth0
162,Explain the concept of OAuth 2.0 and how it works.,Technical,Security,Medium,Interview Prep,Google
163,What is Cross-Site Request Forgery (CSRF) and how do you prevent it?,Technical,Security,Medium,Interview Prep,OWASP
164,Explain the concept of SQL injection and how to prevent it.,Technical,Security,Medium,Interview Prep,Microsoft
165,What is the difference between symmetric and asymmetric encryption?,Technical,Security,Medium,Interview Prep,RSA
166,Explain the concept of JWT (JSON Web Tokens) and their security implications.,Technical,Security,Medium,Interview Prep,Auth0
167,What is a denial-of-service (DoS) attack and how can it be mitigated?,Technical,Security,Medium,Interview Prep,Cloudflare
168,Explain the concept of two-factor authentication and its benefits.,Technical,Security,Easy,Interview Prep,Google
169,What is the principle of least privilege in security?,Technical,Security,Medium,Interview Prep,Microsoft
170,Explain the concept of HTTPS and TLS/SSL certificates.,Technical,Security,Medium,Interview Prep,DigiCert
172,Explain the concept of test-driven development (TDD) and its benefits.,Technical,Testing,Medium,Interview Prep,Agile Alliance
173,What is mocking in unit tests and when would you use it?,Technical,Testing,Medium,Interview Prep,Mockito
174,Explain the concept of code coverage and its limitations.,Technical,Testing,Medium,Interview Prep,SonarQube
175,What is the difference between black-box testing and white-box testing?,Technical,Testing,Medium,Interview Prep,ISTQB
176,Explain the concept of regression testing and its importance.,Technical,Testing,Easy,Interview Prep,Microsoft
177,What is the difference between manual testing and automated testing?,Technical,Testing,Easy,Interview Prep,Selenium
178,Explain the concept of A/B testing and its applications.,Technical,Testing,Medium,Interview Prep,Google
179,What is the difference between functional testing and non-functional testing?,Technical,Testing,Medium,Interview Prep,ISTQB
180,Explain the concept of continuous integration and continuous testing.,Technical,Testing,Medium,Interview Prep,Jenkins
181,What is the difference between Agile and Waterfall development methodologies?,Technical,Software Development,Easy,Interview Prep,Atlassian
182,Explain the concept of SOLID principles in object-oriented design.,Technical,Software Development,Medium,Interview Prep,Microsoft
183,What is the difference between Git merge and Git rebase?,Technical,Software Development,Medium,Interview Prep,GitHub
184,Explain the concept of continuous integration and continuous deployment (CI/CD).,Technical,Software Development,Medium,Interview Prep,CircleCI
185,What is technical debt and how do you manage it?,Technical,Software Development,Medium,Interview Prep,Agile Alliance
186,Explain the concept of design patterns and give examples of common patterns.,Technical,Software Development,Hard,Interview Prep,Gang of Four
187,What is the difference between functional programming and object-oriented programming?,Technical,Software Development,Medium,Interview Prep,Scala
188,Explain the concept of code refactoring and its benefits.,Technical,Software Development,Medium,Interview Prep,Martin Fowler
189,What is the difference between monorepo and multi-repo approaches?,Technical,Software Development,Medium,Interview Prep,Google
190,Explain the concept of semantic versioning and its importance.,Technical,Software Development,Easy,Interview Prep,npm
191,What is the difference between a thread and a process?,Technical,Operating Systems,Medium,Interview Prep,Linux
192,Explain the concept of deadlock and how to prevent it.,Technical,Operating Systems,Hard,Interview Prep,Microsoft
193,What is the difference between preemptive and non-preemptive scheduling?,Technical,Operating Systems,Medium,Interview Prep,Unix
194,Explain the concept of memory paging and virtual memory.,Technical,Operating Systems,Hard,Interview Prep,Linux
195,What is the difference between a kernel and a shell in operating systems?,Technical,Operating Systems,Medium,Interview Prep,Unix
196,Explain the concept of file systems and different types.,Technical,Operating Systems,Medium,Interview Prep,Microsoft
197,What is the difference between user mode and kernel mode?,Technical,Operating Systems,Medium,Interview Prep,Linux
198,Explain the concept of process synchronization and race conditions.,Technical,Operating Systems,Hard,Interview Prep,Unix
199,What is the difference between hard links and symbolic links in file systems?,Technical,Operating Systems,Medium,Interview Prep,Linux
200,Explain the concept of context switching in operating systems.,Technical,Operating Systems,Medium,Interview Prep,Microsoft
201,What is the difference between TCP and UDP protocols?,Technical,Networking,Medium,Interview Prep,Cisco
202,Explain the OSI model and its layers.,Technical,Networking,Medium,Interview Prep,Cisco
203,What is CIDR notation and how is it used in IP addressing?,Technical,Networking,Medium,Interview Prep,Juniper
204,Explain the concept of subnetting and its benefits.,Technical,Networking,Medium,Interview Prep,Cisco
205,What is the difference between a router and a switch?,Technical,Networking,Easy,Interview Prep,Cisco
206,Explain the concept of NAT (Network Address Translation) and its types.,Technical,Networking,Medium,Interview Prep,Juniper
207,What is a firewall and what are the different types of firewalls?,Technical,Networking,Medium,Interview Prep,Palo Alto
208,Explain the concept of VPN (Virtual Private Network) and how it works.,Technical,Networking,Medium,Interview Prep,Cisco
209,What is the difference between IPv4 and IPv6?,Technical,Networking,Easy,Interview Prep,IETF
210,Explain the concept of DHCP and how it works.,Technical,Networking,Medium,Interview Prep,Microsoft
211,Tell me about a time when you had to make an unpopular decision.,Behavioral,Leadership,Medium,Interview Prep,Amazon
212,Describe a situation where you had to motivate a team during a challenging project.,Behavioral,Leadership,Medium,Interview Prep,Microsoft
213,Tell me about a time when you had to step up and take leadership when you weren't asked to.,Behavioral,Leadership,Medium,Interview Prep,Google
214,Describe a situation where you had to delegate tasks effectively to meet a deadline.,Behavioral,Leadership,Medium,Interview Prep,Apple
215,Tell me about a time when your leadership skills made a difference in a project outcome.,Behavioral,Leadership,Medium,Interview Prep,Facebook
216,Describe a situation where you had to lead a team with diverse backgrounds and perspectives.,Behavioral,Leadership,Hard,Interview Prep,Netflix
217,Tell me about a time when you had to make a difficult decision without all the information you needed.,Behavioral,Leadership,Hard,Interview Prep,Amazon
218,Describe a situation where you had to provide constructive feedback to a team member.,Behavioral,Leadership,Medium,Interview Prep,Microsoft
219,Tell me about a time when you had to adjust your leadership style to work with different team members.,Behavioral,Leadership,Medium,Interview Prep,Google
220,Describe a situation where you had to lead a team through a significant change.,Behavioral,Leadership,Hard,Interview Prep,IBM
221,Tell me about a time when you had to collaborate with a difficult team member.,Behavioral,Teamwork,Medium,Interview Prep,Facebook
222,Describe a situation where you had to work in a cross-functional team to achieve a goal.,Behavioral,Teamwork,Medium,Interview Prep,Google
223,Tell me about a time when you had to build consensus among team members with different opinions.,Behavioral,Teamwork,Medium,Interview Prep,Microsoft
224,Describe a situation where you had to step in to help a team member who was struggling.,Behavioral,Teamwork,Medium,Interview Prep,Apple
225,Tell me about a time when you had to work with a remote or distributed team.,Behavioral,Teamwork,Medium,Interview Prep,Slack
226,Describe a situation where you had to resolve a conflict between team members.,Behavioral,Teamwork,Medium,Interview Prep,Amazon
227,Tell me about a time when you had to collaborate with someone from a different department or background.,Behavioral,Teamwork,Medium,Interview Prep,IBM
228,Describe a situation where you had to contribute to a team project outside your primary responsibilities.,Behavioral,Teamwork,Medium,Interview Prep,Netflix
229,Tell me about a time when you had to give and receive feedback in a team setting.,Behavioral,Teamwork,Medium,Interview Prep,Google
230,Describe a situation where you had to build trust within a new team.,Behavioral,Teamwork,Medium,Interview Prep,Microsoft
231,Tell me about a time when you had to communicate a complex technical concept to a non-technical audience.,Behavioral,Communication,Medium,Interview Prep,Google
232,Describe a situation where you had to deliver difficult news to a client or stakeholder.,Behavioral,Communication,Hard,Interview Prep,Amazon
233,Tell me about a time when you had to persuade others to adopt your idea or approach.,Behavioral,Communication,Medium,Interview Prep,Apple
234,Describe a situation where you had to tailor your communication style for different audiences.,Behavioral,Communication,Medium,Interview Prep,Microsoft
235,Tell me about a time when miscommunication led to a problem and how you resolved it.,Behavioral,Communication,Medium,Interview Prep,Facebook
236,Describe a situation where you had to communicate effectively under pressure or tight deadlines.,Behavioral,Communication,Medium,Interview Prep,Netflix
237,Tell me about a time when you had to present complex data or findings to senior management.,Behavioral,Communication,Hard,Interview Prep,IBM
238,Describe a situation where you had to negotiate with internal or external stakeholders.,Behavioral,Communication,Medium,Interview Prep,Salesforce
239,Tell me about a time when you had to write a critical document or report for a project.,Behavioral,Communication,Medium,Interview Prep,Google
240,Describe a situation where you had to facilitate a meeting or discussion to achieve specific outcomes.,Behavioral,Communication,Medium,Interview Prep,Microsoft
241,Tell me about a time when you faced a complex problem that required creative thinking.,Behavioral,Problem Solving,Medium,Interview Prep,Google
242,Describe a situation where you had to solve a problem with limited resources or constraints.,Behavioral,Problem Solving,Medium,Interview Prep,Amazon
243,Tell me about a time when you identified and solved a problem before it became critical.,Behavioral,Problem Solving,Medium,Interview Prep,Microsoft
244,Describe a situation where you had to analyze data to solve a business problem.,Behavioral,Problem Solving,Medium,Interview Prep,Facebook
245,Tell me about a time when you had to develop an innovative solution to a challenging problem.,Behavioral,Problem Solving,Hard,Interview Prep,Apple
246,Describe a situation where you had to troubleshoot and resolve a technical issue.,Behavioral,Problem Solving,Medium,Interview Prep,IBM
247,Tell me about a time when you had to make a decision based on incomplete information.,Behavioral,Problem Solving,Medium,Interview Prep,Netflix
248,Describe a situation where you had to solve a problem that affected multiple teams or departments.,Behavioral,Problem Solving,Hard,Interview Prep,Google
249,Tell me about a time when you had to prioritize which problems to solve first.,Behavioral,Problem Solving,Medium,Interview Prep,Microsoft
250,Describe a situation where you had to use a systematic approach to solve a complex problem.,Behavioral,Problem Solving,Medium,Interview Prep,Amazon
251,Tell me about a time when you had to adapt to a significant change in the workplace.,Behavioral,Adaptability,Medium,Interview Prep,Google
252,Describe a situation where you had to learn a new technology or skill quickly to complete a project.,Behavioral,Adaptability,Medium,Interview Prep,Microsoft
253,Tell me about a time when you had to work outside your comfort zone.,Behavioral,Adaptability,Medium,Interview Prep,Amazon
254,Describe a situation where you had to adjust your approach due to changing requirements or priorities.,Behavioral,Adaptability,Medium,Interview Prep,Facebook
255,Tell me about a time when you had to be flexible in response to unexpected events or challenges.,Behavioral,Adaptability,Medium,Interview Prep,Apple
256,Describe a situation where you had to adapt to working with a new team or manager.,Behavioral,Adaptability,Medium,Interview Prep,Netflix
257,Tell me about a time when you had to pivot your strategy due to market changes or feedback.,Behavioral,Adaptability,Medium,Interview Prep,Uber
258,Describe a situation where you had to adapt to cultural differences in a work environment.,Behavioral,Adaptability,Medium,Interview Prep,Google
259,Tell me about a time when you had to embrace a new process or methodology.,Behavioral,Adaptability,Medium,Interview Prep,Microsoft
260,Describe a situation where you had to adapt to a remote or hybrid work environment.,Behavioral,Adaptability,Medium,Interview Prep,Slack
261,Tell me about a time when you had to manage multiple projects with competing deadlines.,Behavioral,Time Management,Medium,Interview Prep,Google
262,Describe a situation where you had to reprioritize your tasks due to an urgent request or changing priorities.,Behavioral,Time Management,Medium,Interview Prep,Microsoft
263,Tell me about a time when you had to meet a tight deadline with limited time.,Behavioral,Time Management,Medium,Interview Prep,Amazon
264,Describe a situation where you had to balance multiple responsibilities or projects simultaneously.,Behavioral,Time Management,Medium,Interview Prep,Facebook
265,Tell me about a time when you had to improve your efficiency to meet project timelines.,Behavioral,Time Management,Medium,Interview Prep,Apple
266,Describe a situation where you had to help a team member with time management issues.,Behavioral,Time Management,Medium,Interview Prep,Netflix
267,Tell me about a time when you had to create and follow a schedule to complete a complex project.,Behavioral,Time Management,Hard,Interview Prep,Google
268,Describe a situation where you had to decline additional work or responsibilities due to existing commitments.,Behavioral,Time Management,Medium,Interview Prep,Microsoft
269,Tell me about a time when you had to work extended hours to meet a deadline.,Behavioral,Time Management,Medium,Interview Prep,Amazon
270,Describe a situation where you had to implement a time management system or tool to improve productivity.,Behavioral,Time Management,Medium,Interview Prep,Asana
271,Tell me about a time when you had to make a difficult decision with limited information.,Behavioral,Decision Making,Medium,Interview Prep,Google
272,Describe a situation where you had to make an unpopular decision that was best for the business.,Behavioral,Decision Making,Hard,Interview Prep,Microsoft
273,Tell me about a time when you had to make a quick decision under pressure.,Behavioral,Decision Making,Medium,Interview Prep,Amazon
274,Describe a situation where you had to gather data or input from others before making a decision.,Behavioral,Decision Making,Medium,Interview Prep,Facebook
275,Tell me about a time when you made a decision that didn't work out as planned.,Behavioral,Decision Making,Medium,Interview Prep,Apple
276,Describe a situation where you had to make a strategic decision with long-term implications.,Behavioral,Decision Making,Hard,Interview Prep,Netflix
277,Tell me about a time when you had to choose between multiple good options.,Behavioral,Decision Making,Medium,Interview Prep,Google
278,Describe a situation where you had to make a decision that involved taking a calculated risk.,Behavioral,Decision Making,Medium,Interview Prep,Microsoft
279,Tell me about a time when you had to make a decision that affected your team or organization.,Behavioral,Decision Making,Medium,Interview Prep,Amazon
280,Describe a situation where you had to reverse a previous decision based on new information.,Behavioral,Decision Making,Medium,Interview Prep,Facebook
281,Tell me about a time when you had to resolve a conflict between team members.,Behavioral,Conflict Resolution,Medium,Interview Prep,Google
282,Describe a situation where you had to address a disagreement with your manager or a senior colleague.,Behavioral,Conflict Resolution,Hard,Interview Prep,Microsoft
283,Tell me about a time when you had to mediate a conflict between others.,Behavioral,Conflict Resolution,Medium,Interview Prep,Amazon
284,Describe a situation where you had to find a compromise between competing interests or viewpoints.,Behavioral,Conflict Resolution,Medium,Interview Prep,Facebook
285,Tell me about a time when you had to address a conflict with a client or external stakeholder.,Behavioral,Conflict Resolution,Hard,Interview Prep,Apple
286,Describe a situation where you had to resolve a conflict caused by miscommunication.,Behavioral,Conflict Resolution,Medium,Interview Prep,Netflix
287,Tell me about a time when you had to address a conflict in a remote or virtual team environment.,Behavioral,Conflict Resolution,Medium,Interview Prep,Slack
288,Describe a situation where you had to resolve a conflict involving cultural or personal differences.,Behavioral,Conflict Resolution,Medium,Interview Prep,Google
